cell	count(cell)	drug	count(drug)	count(cell,drug)	ratio(by drug)	ratio(bycell)
NCI-H2291	89	ATR_3	8	0	0	0
SW837	104	ATR_3	8	1	0.125	0.00961538461538462
MDA-MB-415	52	ATR_3	8	0	0	0
VCaP	29	ATR_3	8	0	0	0
MDA-MB-453	188	ATR_3	8	0	0	0
HCC1143	136	ATR_3	8	0	0	0
HCC70	180	ATR_3	8	0	0	0
CAL-51	140	ATR_3	8	0	0	0
22RV1	26	ATR_3	8	0	0	0
HCC1806	140	ATR_3	8	0	0	0
HT-1197	168	ATR_3	8	0	0	0
KATOIII	27	HDAC1_HDAC3	68	0	0	0
Hs-578-T	127	HDAC1_HDAC3	68	0	0	0
CAMA-1	427	HDAC1_HDAC3	68	4	0.0588235294117647	0.00936768149882904
MDA-MB-361	451	HDAC1_HDAC3	68	11	0.161764705882353	0.024390243902439
NCI-H23	85	HDAC1_HDAC3	68	0	0	0
SW780	181	HDAC1_HDAC3	68	0	0	0
SW48	124	HDAC1_HDAC3	68	0	0	0
MDA-MB-175-VII	88	HDAC1_HDAC3	68	1	0.0147058823529412	0.0113636363636364
HT-1376	170	HDAC1_HDAC3	68	0	0	0
CAL-148	138	HDAC1_HDAC3	68	0	0	0
KMS-11	19	HDAC1_HDAC3	68	0	0	0
VM-CUB-1	128	HDAC1_HDAC3	68	0	0	0
DMS-114	110	HDAC1_HDAC3	68	0	0	0
SW948	95	HDAC1_HDAC3	68	0	0	0
HCC1187	189	HDAC1_HDAC3	68	0	0	0
NCI-H520	111	HDAC1_HDAC3	68	0	0	0
HCC38	137	HDAC1_HDAC3	68	0	0	0
MDA-MB-231	140	HDAC1_HDAC3	68	0	0	0
NCI-H226	79	HDAC1_HDAC3	68	0	0	0
SW620	106	HDAC1_HDAC3	68	0	0	0
HCC1500	375	HDAC1_HDAC3	68	11	0.161764705882353	0.0293333333333333
MDA-MB-468	181	HDAC1_HDAC3	68	0	0	0
NCI-H358	91	HDAC1_HDAC3	68	0	0	0
HT-29	84	HDAC1_HDAC3	68	0	0	0
EVSA-T	35	HDAC1_HDAC3	68	0	0	0
647-V	191	HDAC1_HDAC3	68	0	0	0
NCI-H747	110	HDAC1_HDAC3	68	0	0	0
NCI-H1437	89	HDAC1_HDAC3	68	0	0	0
HCC1428	136	HDAC1_HDAC3	68	0	0	0
NCI-H1703	118	HDAC1_HDAC3	68	0	0	0
HCC1419	262	HDAC1_HDAC3	68	5	0.0735294117647059	0.0190839694656489
NCI-H838	84	HDAC1_HDAC3	68	0	0	0
NCI-H2170	77	HDAC1_HDAC3	68	0	0	0
HCT-116	63	HDAC1_HDAC3	68	0	0	0
NCI-H1563	65	HDAC1_HDAC3	68	0	0	0
NCI-H1793	91	HDAC1_HDAC3	68	0	0	0
MCF7	404	HDAC1_HDAC3	68	10	0.147058823529412	0.0247524752475248
HCC1395	183	HDAC1_HDAC3	68	0	0	0
NCI-H1299	91	HDAC1_HDAC3	68	0	0	0
COLO-205	123	HDAC1_HDAC3	68	0	0	0
UM-UC-3	196	HDAC1_HDAC3	68	0	0	0
NCI-SNU-16	26	HDAC1_HDAC3	68	0	0	0
BT-549	139	HDAC1_HDAC3	68	0	0	0
NCI-H522	88	HDAC1_HDAC3	68	0	0	0
Calu-6	87	HDAC1_HDAC3	68	0	0	0
TCCSUP	193	HDAC1_HDAC3	68	0	0	0
RT4	27	HDAC1_HDAC3	68	0	0	0
CAL-120	158	HDAC1_HDAC3	68	0	0	0
DU-4475	125	HDAC1_HDAC3	68	0	0	0
HCC1954	50	HDAC1_HDAC3	68	0	0	0
NCI-H2085	90	HDAC1_HDAC3	68	0	0	0
HCC1937	139	HDAC1_HDAC3	68	0	0	0
LS-513	123	HDAC1_HDAC3	68	0	0	0
HCC1569	52	HDAC1_HDAC3	68	0	0	0
NCI-H1975	91	HDAC1_HDAC3	68	0	0	0
MFM-223	138	HDAC1_HDAC3	68	0	0	0
Calu-3	57	HDAC1_HDAC3	68	0	0	0
BFTC-905	186	HDAC1_HDAC3	68	0	0	0
J82	195	HDAC1_HDAC3	68	0	0	0
C32	76	HDAC1_HDAC3	68	0	0	0
T47D	365	HDAC1_HDAC3	68	7	0.102941176470588	0.0191780821917808
NCI-H2228	85	HDAC1_HDAC3	68	0	0	0
A549	87	HDAC1_HDAC3	68	0	0	0
BT-474	435	HDAC1_HDAC3	68	10	0.147058823529412	0.0229885057471264
NCI-H3122	70	HDAC1_HDAC3	68	0	0	0
MDA-MB-157	190	HDAC1_HDAC3	68	0	0	0
SW900	87	HDAC1_HDAC3	68	0	0	0
UACC-812	340	HDAC1_HDAC3	68	9	0.132352941176471	0.0264705882352941
KU-19-19	68	HDAC1_HDAC3	68	0	0	0
BT-20	192	HDAC1_HDAC3	68	0	0	0
MDA-MB-436	187	HDAC1_HDAC3	68	0	0	0
RKO	63	HDAC1_HDAC3	68	0	0	0
M14	129	HDAC1_HDAC3	68	0	0	0
T-24	188	HDAC1_HDAC3	68	0	0	0
NCI-H2291	89	HDAC1_HDAC3	68	0	0	0
SW837	104	HDAC1_HDAC3	68	0	0	0
MDA-MB-415	52	HDAC1_HDAC3	68	0	0	0
VCaP	29	HDAC1_HDAC3	68	0	0	0
MDA-MB-453	188	HDAC1_HDAC3	68	0	0	0
HCC1143	136	HDAC1_HDAC3	68	0	0	0
HCC70	180	HDAC1_HDAC3	68	0	0	0
CAL-51	140	HDAC1_HDAC3	68	0	0	0
22RV1	26	HDAC1_HDAC3	68	0	0	0
HCC1806	140	HDAC1_HDAC3	68	0	0	0
HT-1197	168	HDAC1_HDAC3	68	0	0	0
KATOIII	27	PDGFR_Ab	270	0	0	0
Hs-578-T	127	PDGFR_Ab	270	0	0	0
CAMA-1	427	PDGFR_Ab	270	20	0.0740740740740741	0.0468384074941452
MDA-MB-361	451	PDGFR_Ab	270	36	0.133333333333333	0.0798226164079823
NCI-H23	85	PDGFR_Ab	270	0	0	0
SW780	181	PDGFR_Ab	270	0	0	0
SW48	124	PDGFR_Ab	270	0	0	0
MDA-MB-175-VII	88	PDGFR_Ab	270	16	0.0592592592592593	0.181818181818182
HT-1376	170	PDGFR_Ab	270	0	0	0
CAL-148	138	PDGFR_Ab	270	0	0	0
KMS-11	19	PDGFR_Ab	270	0	0	0
VM-CUB-1	128	PDGFR_Ab	270	0	0	0
DMS-114	110	PDGFR_Ab	270	0	0	0
SW948	95	PDGFR_Ab	270	0	0	0
HCC1187	189	PDGFR_Ab	270	0	0	0
NCI-H520	111	PDGFR_Ab	270	0	0	0
HCC38	137	PDGFR_Ab	270	0	0	0
MDA-MB-231	140	PDGFR_Ab	270	0	0	0
NCI-H226	79	PDGFR_Ab	270	0	0	0
SW620	106	PDGFR_Ab	270	0	0	0
HCC1500	375	PDGFR_Ab	270	35	0.12962962962963	0.0933333333333333
MDA-MB-468	181	PDGFR_Ab	270	0	0	0
NCI-H358	91	PDGFR_Ab	270	0	0	0
HT-29	84	PDGFR_Ab	270	0	0	0
EVSA-T	35	PDGFR_Ab	270	0	0	0
647-V	191	PDGFR_Ab	270	0	0	0
NCI-H747	110	PDGFR_Ab	270	0	0	0
NCI-H1437	89	PDGFR_Ab	270	0	0	0
HCC1428	136	PDGFR_Ab	270	0	0	0
NCI-H1703	118	PDGFR_Ab	270	0	0	0
HCC1419	262	PDGFR_Ab	270	23	0.0851851851851852	0.0877862595419847
NCI-H838	84	PDGFR_Ab	270	0	0	0
NCI-H2170	77	PDGFR_Ab	270	0	0	0
HCT-116	63	PDGFR_Ab	270	0	0	0
NCI-H1563	65	PDGFR_Ab	270	0	0	0
NCI-H1793	91	PDGFR_Ab	270	0	0	0
MCF7	404	PDGFR_Ab	270	37	0.137037037037037	0.0915841584158416
HCC1395	183	PDGFR_Ab	270	0	0	0
NCI-H1299	91	PDGFR_Ab	270	0	0	0
COLO-205	123	PDGFR_Ab	270	0	0	0
UM-UC-3	196	PDGFR_Ab	270	0	0	0
NCI-SNU-16	26	PDGFR_Ab	270	0	0	0
BT-549	139	PDGFR_Ab	270	0	0	0
NCI-H522	88	PDGFR_Ab	270	0	0	0
Calu-6	87	PDGFR_Ab	270	0	0	0
TCCSUP	193	PDGFR_Ab	270	0	0	0
RT4	27	PDGFR_Ab	270	0	0	0
CAL-120	158	PDGFR_Ab	270	0	0	0
DU-4475	125	PDGFR_Ab	270	0	0	0
HCC1954	50	PDGFR_Ab	270	0	0	0
NCI-H2085	90	PDGFR_Ab	270	0	0	0
HCC1937	139	PDGFR_Ab	270	0	0	0
LS-513	123	PDGFR_Ab	270	0	0	0
HCC1569	52	PDGFR_Ab	270	0	0	0
NCI-H1975	91	PDGFR_Ab	270	0	0	0
MFM-223	138	PDGFR_Ab	270	0	0	0
Calu-3	57	PDGFR_Ab	270	0	0	0
BFTC-905	186	PDGFR_Ab	270	0	0	0
J82	195	PDGFR_Ab	270	0	0	0
C32	76	PDGFR_Ab	270	0	0	0
T47D	365	PDGFR_Ab	270	36	0.133333333333333	0.0986301369863014
NCI-H2228	85	PDGFR_Ab	270	0	0	0
A549	87	PDGFR_Ab	270	0	0	0
BT-474	435	PDGFR_Ab	270	33	0.122222222222222	0.0758620689655172
NCI-H3122	70	PDGFR_Ab	270	0	0	0
MDA-MB-157	190	PDGFR_Ab	270	0	0	0
SW900	87	PDGFR_Ab	270	0	0	0
UACC-812	340	PDGFR_Ab	270	34	0.125925925925926	0.1
KU-19-19	68	PDGFR_Ab	270	0	0	0
BT-20	192	PDGFR_Ab	270	0	0	0
MDA-MB-436	187	PDGFR_Ab	270	0	0	0
RKO	63	PDGFR_Ab	270	0	0	0
M14	129	PDGFR_Ab	270	0	0	0
T-24	188	PDGFR_Ab	270	0	0	0
NCI-H2291	89	PDGFR_Ab	270	0	0	0
SW837	104	PDGFR_Ab	270	0	0	0
MDA-MB-415	52	PDGFR_Ab	270	0	0	0
VCaP	29	PDGFR_Ab	270	0	0	0
MDA-MB-453	188	PDGFR_Ab	270	0	0	0
HCC1143	136	PDGFR_Ab	270	0	0	0
HCC70	180	PDGFR_Ab	270	0	0	0
CAL-51	140	PDGFR_Ab	270	0	0	0
22RV1	26	PDGFR_Ab	270	0	0	0
HCC1806	140	PDGFR_Ab	270	0	0	0
HT-1197	168	PDGFR_Ab	270	0	0	0
KATOIII	27	MET	82	1	0.0121951219512195	0.037037037037037
Hs-578-T	127	MET	82	0	0	0
CAMA-1	427	MET	82	5	0.0609756097560976	0.0117096018735363
MDA-MB-361	451	MET	82	11	0.134146341463415	0.024390243902439
NCI-H23	85	MET	82	0	0	0
SW780	181	MET	82	1	0.0121951219512195	0.00552486187845304
SW48	124	MET	82	0	0	0
MDA-MB-175-VII	88	MET	82	0	0	0
HT-1376	170	MET	82	0	0	0
CAL-148	138	MET	82	0	0	0
KMS-11	19	MET	82	1	0.0121951219512195	0.0526315789473684
VM-CUB-1	128	MET	82	0	0	0
DMS-114	110	MET	82	1	0.0121951219512195	0.00909090909090909
SW948	95	MET	82	0	0	0
HCC1187	189	MET	82	0	0	0
NCI-H520	111	MET	82	1	0.0121951219512195	0.00900900900900901
HCC38	137	MET	82	0	0	0
MDA-MB-231	140	MET	82	0	0	0
NCI-H226	79	MET	82	0	0	0
SW620	106	MET	82	0	0	0
HCC1500	375	MET	82	10	0.121951219512195	0.0266666666666667
MDA-MB-468	181	MET	82	0	0	0
NCI-H358	91	MET	82	0	0	0
HT-29	84	MET	82	0	0	0
EVSA-T	35	MET	82	0	0	0
647-V	191	MET	82	0	0	0
NCI-H747	110	MET	82	0	0	0
NCI-H1437	89	MET	82	0	0	0
HCC1428	136	MET	82	0	0	0
NCI-H1703	118	MET	82	1	0.0121951219512195	0.00847457627118644
HCC1419	262	MET	82	6	0.0731707317073171	0.0229007633587786
NCI-H838	84	MET	82	0	0	0
NCI-H2170	77	MET	82	0	0	0
HCT-116	63	MET	82	0	0	0
NCI-H1563	65	MET	82	0	0	0
NCI-H1793	91	MET	82	0	0	0
MCF7	404	MET	82	11	0.134146341463415	0.0272277227722772
HCC1395	183	MET	82	0	0	0
NCI-H1299	91	MET	82	0	0	0
COLO-205	123	MET	82	0	0	0
UM-UC-3	196	MET	82	0	0	0
NCI-SNU-16	26	MET	82	1	0.0121951219512195	0.0384615384615385
BT-549	139	MET	82	0	0	0
NCI-H522	88	MET	82	0	0	0
Calu-6	87	MET	82	0	0	0
TCCSUP	193	MET	82	0	0	0
RT4	27	MET	82	1	0.0121951219512195	0.037037037037037
CAL-120	158	MET	82	1	0.0121951219512195	0.00632911392405063
DU-4475	125	MET	82	0	0	0
HCC1954	50	MET	82	0	0	0
NCI-H2085	90	MET	82	0	0	0
HCC1937	139	MET	82	0	0	0
LS-513	123	MET	82	0	0	0
HCC1569	52	MET	82	0	0	0
NCI-H1975	91	MET	82	0	0	0
MFM-223	138	MET	82	0	0	0
Calu-3	57	MET	82	0	0	0
BFTC-905	186	MET	82	0	0	0
J82	195	MET	82	0	0	0
C32	76	MET	82	0	0	0
T47D	365	MET	82	10	0.121951219512195	0.0273972602739726
NCI-H2228	85	MET	82	0	0	0
A549	87	MET	82	0	0	0
BT-474	435	MET	82	10	0.121951219512195	0.0229885057471264
NCI-H3122	70	MET	82	0	0	0
MDA-MB-157	190	MET	82	0	0	0
SW900	87	MET	82	0	0	0
UACC-812	340	MET	82	10	0.121951219512195	0.0294117647058824
KU-19-19	68	MET	82	0	0	0
BT-20	192	MET	82	0	0	0
MDA-MB-436	187	MET	82	0	0	0
RKO	63	MET	82	0	0	0
M14	129	MET	82	0	0	0
T-24	188	MET	82	0	0	0
NCI-H2291	89	MET	82	0	0	0
SW837	104	MET	82	0	0	0
MDA-MB-415	52	MET	82	0	0	0
VCaP	29	MET	82	0	0	0
MDA-MB-453	188	MET	82	0	0	0
HCC1143	136	MET	82	0	0	0
HCC70	180	MET	82	0	0	0
CAL-51	140	MET	82	0	0	0
22RV1	26	MET	82	0	0	0
HCC1806	140	MET	82	0	0	0
HT-1197	168	MET	82	0	0	0
KATOIII	27	Topotecan	126	0	0	0
Hs-578-T	127	Topotecan	126	0	0	0
CAMA-1	427	Topotecan	126	0	0	0
MDA-MB-361	451	Topotecan	126	0	0	0
NCI-H23	85	Topotecan	126	6	0.0476190476190476	0.0705882352941176
SW780	181	Topotecan	126	0	0	0
SW48	124	Topotecan	126	0	0	0
MDA-MB-175-VII	88	Topotecan	126	0	0	0
HT-1376	170	Topotecan	126	0	0	0
CAL-148	138	Topotecan	126	0	0	0
KMS-11	19	Topotecan	126	0	0	0
VM-CUB-1	128	Topotecan	126	0	0	0
DMS-114	110	Topotecan	126	6	0.0476190476190476	0.0545454545454545
SW948	95	Topotecan	126	0	0	0
HCC1187	189	Topotecan	126	0	0	0
NCI-H520	111	Topotecan	126	5	0.0396825396825397	0.045045045045045
HCC38	137	Topotecan	126	0	0	0
MDA-MB-231	140	Topotecan	126	0	0	0
NCI-H226	79	Topotecan	126	6	0.0476190476190476	0.0759493670886076
SW620	106	Topotecan	126	0	0	0
HCC1500	375	Topotecan	126	0	0	0
MDA-MB-468	181	Topotecan	126	0	0	0
NCI-H358	91	Topotecan	126	6	0.0476190476190476	0.0659340659340659
HT-29	84	Topotecan	126	0	0	0
EVSA-T	35	Topotecan	126	0	0	0
647-V	191	Topotecan	126	0	0	0
NCI-H747	110	Topotecan	126	0	0	0
NCI-H1437	89	Topotecan	126	6	0.0476190476190476	0.0674157303370786
HCC1428	136	Topotecan	126	0	0	0
NCI-H1703	118	Topotecan	126	6	0.0476190476190476	0.0508474576271186
HCC1419	262	Topotecan	126	0	0	0
NCI-H838	84	Topotecan	126	4	0.0317460317460317	0.0476190476190476
NCI-H2170	77	Topotecan	126	6	0.0476190476190476	0.0779220779220779
HCT-116	63	Topotecan	126	0	0	0
NCI-H1563	65	Topotecan	126	5	0.0396825396825397	0.0769230769230769
NCI-H1793	91	Topotecan	126	6	0.0476190476190476	0.0659340659340659
MCF7	404	Topotecan	126	0	0	0
HCC1395	183	Topotecan	126	0	0	0
NCI-H1299	91	Topotecan	126	6	0.0476190476190476	0.0659340659340659
COLO-205	123	Topotecan	126	0	0	0
UM-UC-3	196	Topotecan	126	0	0	0
NCI-SNU-16	26	Topotecan	126	0	0	0
BT-549	139	Topotecan	126	0	0	0
NCI-H522	88	Topotecan	126	5	0.0396825396825397	0.0568181818181818
Calu-6	87	Topotecan	126	6	0.0476190476190476	0.0689655172413793
TCCSUP	193	Topotecan	126	0	0	0
RT4	27	Topotecan	126	0	0	0
CAL-120	158	Topotecan	126	0	0	0
DU-4475	125	Topotecan	126	0	0	0
HCC1954	50	Topotecan	126	0	0	0
NCI-H2085	90	Topotecan	126	6	0.0476190476190476	0.0666666666666667
HCC1937	139	Topotecan	126	0	0	0
LS-513	123	Topotecan	126	0	0	0
HCC1569	52	Topotecan	126	0	0	0
NCI-H1975	91	Topotecan	126	6	0.0476190476190476	0.0659340659340659
MFM-223	138	Topotecan	126	0	0	0
Calu-3	57	Topotecan	126	5	0.0396825396825397	0.087719298245614
BFTC-905	186	Topotecan	126	0	0	0
J82	195	Topotecan	126	0	0	0
C32	76	Topotecan	126	0	0	0
T47D	365	Topotecan	126	0	0	0
NCI-H2228	85	Topotecan	126	6	0.0476190476190476	0.0705882352941176
A549	87	Topotecan	126	6	0.0476190476190476	0.0689655172413793
BT-474	435	Topotecan	126	0	0	0
NCI-H3122	70	Topotecan	126	6	0.0476190476190476	0.0857142857142857
MDA-MB-157	190	Topotecan	126	0	0	0
SW900	87	Topotecan	126	6	0.0476190476190476	0.0689655172413793
UACC-812	340	Topotecan	126	0	0	0
KU-19-19	68	Topotecan	126	0	0	0
BT-20	192	Topotecan	126	0	0	0
MDA-MB-436	187	Topotecan	126	0	0	0
RKO	63	Topotecan	126	0	0	0
M14	129	Topotecan	126	0	0	0
T-24	188	Topotecan	126	0	0	0
NCI-H2291	89	Topotecan	126	6	0.0476190476190476	0.0674157303370786
SW837	104	Topotecan	126	0	0	0
MDA-MB-415	52	Topotecan	126	0	0	0
VCaP	29	Topotecan	126	0	0	0
MDA-MB-453	188	Topotecan	126	0	0	0
HCC1143	136	Topotecan	126	0	0	0
HCC70	180	Topotecan	126	0	0	0
CAL-51	140	Topotecan	126	0	0	0
22RV1	26	Topotecan	126	0	0	0
HCC1806	140	Topotecan	126	0	0	0
HT-1197	168	Topotecan	126	0	0	0
KATOIII	27	BCL2_BCL2L1_BCL2L2	78	1	0.0128205128205128	0.037037037037037
Hs-578-T	127	BCL2_BCL2L1_BCL2L2	78	0	0	0
CAMA-1	427	BCL2_BCL2L1_BCL2L2	78	5	0.0641025641025641	0.0117096018735363
MDA-MB-361	451	BCL2_BCL2L1_BCL2L2	78	10	0.128205128205128	0.0221729490022173
NCI-H23	85	BCL2_BCL2L1_BCL2L2	78	0	0	0
SW780	181	BCL2_BCL2L1_BCL2L2	78	1	0.0128205128205128	0.00552486187845304
SW48	124	BCL2_BCL2L1_BCL2L2	78	0	0	0
MDA-MB-175-VII	88	BCL2_BCL2L1_BCL2L2	78	2	0.0256410256410256	0.0227272727272727
HT-1376	170	BCL2_BCL2L1_BCL2L2	78	0	0	0
CAL-148	138	BCL2_BCL2L1_BCL2L2	78	0	0	0
KMS-11	19	BCL2_BCL2L1_BCL2L2	78	1	0.0128205128205128	0.0526315789473684
VM-CUB-1	128	BCL2_BCL2L1_BCL2L2	78	0	0	0
DMS-114	110	BCL2_BCL2L1_BCL2L2	78	1	0.0128205128205128	0.00909090909090909
SW948	95	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCC1187	189	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H520	111	BCL2_BCL2L1_BCL2L2	78	1	0.0128205128205128	0.00900900900900901
HCC38	137	BCL2_BCL2L1_BCL2L2	78	0	0	0
MDA-MB-231	140	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H226	79	BCL2_BCL2L1_BCL2L2	78	0	0	0
SW620	106	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCC1500	375	BCL2_BCL2L1_BCL2L2	78	6	0.0769230769230769	0.016
MDA-MB-468	181	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H358	91	BCL2_BCL2L1_BCL2L2	78	0	0	0
HT-29	84	BCL2_BCL2L1_BCL2L2	78	0	0	0
EVSA-T	35	BCL2_BCL2L1_BCL2L2	78	0	0	0
647-V	191	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H747	110	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H1437	89	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCC1428	136	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H1703	118	BCL2_BCL2L1_BCL2L2	78	1	0.0128205128205128	0.00847457627118644
HCC1419	262	BCL2_BCL2L1_BCL2L2	78	8	0.102564102564103	0.0305343511450382
NCI-H838	84	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H2170	77	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCT-116	63	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H1563	65	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H1793	91	BCL2_BCL2L1_BCL2L2	78	0	0	0
MCF7	404	BCL2_BCL2L1_BCL2L2	78	10	0.128205128205128	0.0247524752475248
HCC1395	183	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H1299	91	BCL2_BCL2L1_BCL2L2	78	0	0	0
COLO-205	123	BCL2_BCL2L1_BCL2L2	78	0	0	0
UM-UC-3	196	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-SNU-16	26	BCL2_BCL2L1_BCL2L2	78	1	0.0128205128205128	0.0384615384615385
BT-549	139	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H522	88	BCL2_BCL2L1_BCL2L2	78	0	0	0
Calu-6	87	BCL2_BCL2L1_BCL2L2	78	0	0	0
TCCSUP	193	BCL2_BCL2L1_BCL2L2	78	0	0	0
RT4	27	BCL2_BCL2L1_BCL2L2	78	1	0.0128205128205128	0.037037037037037
CAL-120	158	BCL2_BCL2L1_BCL2L2	78	1	0.0128205128205128	0.00632911392405063
DU-4475	125	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCC1954	50	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H2085	90	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCC1937	139	BCL2_BCL2L1_BCL2L2	78	0	0	0
LS-513	123	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCC1569	52	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H1975	91	BCL2_BCL2L1_BCL2L2	78	0	0	0
MFM-223	138	BCL2_BCL2L1_BCL2L2	78	0	0	0
Calu-3	57	BCL2_BCL2L1_BCL2L2	78	0	0	0
BFTC-905	186	BCL2_BCL2L1_BCL2L2	78	0	0	0
J82	195	BCL2_BCL2L1_BCL2L2	78	0	0	0
C32	76	BCL2_BCL2L1_BCL2L2	78	0	0	0
T47D	365	BCL2_BCL2L1_BCL2L2	78	6	0.0769230769230769	0.0164383561643836
NCI-H2228	85	BCL2_BCL2L1_BCL2L2	78	0	0	0
A549	87	BCL2_BCL2L1_BCL2L2	78	0	0	0
BT-474	435	BCL2_BCL2L1_BCL2L2	78	11	0.141025641025641	0.0252873563218391
NCI-H3122	70	BCL2_BCL2L1_BCL2L2	78	0	0	0
MDA-MB-157	190	BCL2_BCL2L1_BCL2L2	78	0	0	0
SW900	87	BCL2_BCL2L1_BCL2L2	78	0	0	0
UACC-812	340	BCL2_BCL2L1_BCL2L2	78	11	0.141025641025641	0.0323529411764706
KU-19-19	68	BCL2_BCL2L1_BCL2L2	78	0	0	0
BT-20	192	BCL2_BCL2L1_BCL2L2	78	0	0	0
MDA-MB-436	187	BCL2_BCL2L1_BCL2L2	78	0	0	0
RKO	63	BCL2_BCL2L1_BCL2L2	78	0	0	0
M14	129	BCL2_BCL2L1_BCL2L2	78	0	0	0
T-24	188	BCL2_BCL2L1_BCL2L2	78	0	0	0
NCI-H2291	89	BCL2_BCL2L1_BCL2L2	78	0	0	0
SW837	104	BCL2_BCL2L1_BCL2L2	78	0	0	0
MDA-MB-415	52	BCL2_BCL2L1_BCL2L2	78	0	0	0
VCaP	29	BCL2_BCL2L1_BCL2L2	78	0	0	0
MDA-MB-453	188	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCC1143	136	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCC70	180	BCL2_BCL2L1_BCL2L2	78	0	0	0
CAL-51	140	BCL2_BCL2L1_BCL2L2	78	0	0	0
22RV1	26	BCL2_BCL2L1_BCL2L2	78	0	0	0
HCC1806	140	BCL2_BCL2L1_BCL2L2	78	0	0	0
HT-1197	168	BCL2_BCL2L1_BCL2L2	78	0	0	0
KATOIII	27	FGFR	1030	25	0.0242718446601942	0.925925925925926
Hs-578-T	127	FGFR	1030	16	0.0155339805825243	0.125984251968504
CAMA-1	427	FGFR	1030	45	0.0436893203883495	0.105386416861827
MDA-MB-361	451	FGFR	1030	36	0.0349514563106796	0.0798226164079823
NCI-H23	85	FGFR	1030	0	0	0
SW780	181	FGFR	1030	40	0.0388349514563107	0.220994475138122
SW48	124	FGFR	1030	0	0	0
MDA-MB-175-VII	88	FGFR	1030	5	0.00485436893203883	0.0568181818181818
HT-1376	170	FGFR	1030	14	0.0135922330097087	0.0823529411764706
CAL-148	138	FGFR	1030	16	0.0155339805825243	0.115942028985507
KMS-11	19	FGFR	1030	18	0.0174757281553398	0.947368421052632
VM-CUB-1	128	FGFR	1030	12	0.0116504854368932	0.09375
DMS-114	110	FGFR	1030	25	0.0242718446601942	0.227272727272727
SW948	95	FGFR	1030	0	0	0
HCC1187	189	FGFR	1030	16	0.0155339805825243	0.0846560846560847
NCI-H520	111	FGFR	1030	25	0.0242718446601942	0.225225225225225
HCC38	137	FGFR	1030	16	0.0155339805825243	0.116788321167883
MDA-MB-231	140	FGFR	1030	16	0.0155339805825243	0.114285714285714
NCI-H226	79	FGFR	1030	0	0	0
SW620	106	FGFR	1030	0	0	0
HCC1500	375	FGFR	1030	33	0.0320388349514563	0.088
MDA-MB-468	181	FGFR	1030	16	0.0155339805825243	0.0883977900552486
NCI-H358	91	FGFR	1030	0	0	0
HT-29	84	FGFR	1030	0	0	0
EVSA-T	35	FGFR	1030	0	0	0
647-V	191	FGFR	1030	19	0.0184466019417476	0.0994764397905759
NCI-H747	110	FGFR	1030	0	0	0
NCI-H1437	89	FGFR	1030	0	0	0
HCC1428	136	FGFR	1030	15	0.0145631067961165	0.110294117647059
NCI-H1703	118	FGFR	1030	25	0.0242718446601942	0.211864406779661
HCC1419	262	FGFR	1030	17	0.016504854368932	0.0648854961832061
NCI-H838	84	FGFR	1030	0	0	0
NCI-H2170	77	FGFR	1030	0	0	0
HCT-116	63	FGFR	1030	0	0	0
NCI-H1563	65	FGFR	1030	0	0	0
NCI-H1793	91	FGFR	1030	0	0	0
MCF7	404	FGFR	1030	59	0.0572815533980583	0.146039603960396
HCC1395	183	FGFR	1030	16	0.0155339805825243	0.087431693989071
NCI-H1299	91	FGFR	1030	0	0	0
COLO-205	123	FGFR	1030	0	0	0
UM-UC-3	196	FGFR	1030	19	0.0184466019417476	0.0969387755102041
NCI-SNU-16	26	FGFR	1030	24	0.0233009708737864	0.923076923076923
BT-549	139	FGFR	1030	16	0.0155339805825243	0.115107913669065
NCI-H522	88	FGFR	1030	0	0	0
Calu-6	87	FGFR	1030	0	0	0
TCCSUP	193	FGFR	1030	19	0.0184466019417476	0.0984455958549223
RT4	27	FGFR	1030	25	0.0242718446601942	0.925925925925926
CAL-120	158	FGFR	1030	41	0.0398058252427184	0.259493670886076
DU-4475	125	FGFR	1030	14	0.0135922330097087	0.112
